id	filename	md5	size	state
9c00e23e-e79d-4403-836b-af95a5710cda	TCGA-25-2390-01A-01-TS1.44ca2fff-b319-4e21-966f-ebbd17ff7c73.svs	2755d45bc6dce9c85c40b5102f848234	133057843	validated
a2cd2db8-f88c-4018-8643-f6c716967242	TCGA-25-1319-01Z-00-DX1.71EFB946-ACAF-4BA6-8855-D336268D87F0.svs	a58b94ce28dd951c8b516c5e048d37b9	2522265752	validated
a363694c-1c76-47c6-a59e-047a53f562c8	TCGA-61-2097-11A-01-BS1.95185c01-014d-4aff-9a57-ab84c30b23c1.svs	57611e6319df3f209087de992fc676e3	90677053	validated
a5833297-ac68-40b2-8e3b-fc0c9fa849a9	TCGA-42-2590-01Z-00-DX1.83ff5df9-0f36-4884-a93e-f2928ff3c719.svs	a5ac770e4aad585bcb8187133c019e84	483499597	validated
a763a07c-3721-4242-8193-53ef2954eaa8	TCGA-25-2397-01Z-00-DX1.B6FDE9A3-6A51-4A79-82CB-51ED37945A54.svs	f8e18de1544d9bf55f1b2834a19981e3	2358953486	validated
abca0388-2fdc-4e21-aa67-a5cb2cb1d08e	TCGA-23-2641-01A-01-BS1.dd2cb54e-ffc1-4ba7-a776-9aa12827fae2.svs	a0110c9f008e4dd9d2c467f8e180cfe4	87153181	validated
abfd40e1-9639-4d11-8b6a-5051d29b25da	TCGA-29-1766-01A-01-BS1.6edc8a3d-a3a8-44b5-8c3e-ed9021de767b.svs	09caa44376b7e863ad0bc3d40edf6486	257893369	validated
ac4a38b8-d5af-4ec0-9a68-80f325ac3b7a	TCGA-57-1582-01Z-00-DX1.BDF02DAA-E520-46BD-A479-58CAA4354B1A.svs	1dbe6294d671cb47cec59704b4c884ed	90025528	validated
acd9b72d-7e13-4be9-8111-147ea11aed3c	TCGA-13-0764-01A-02-BS2.eb6a95ae-2834-424c-b6a4-c37571313f45.svs	4fa0f41eb05c0656af7da66f37f32863	82046723	validated
ae065587-355b-4f3d-a3f8-3edf721dc200	TCGA-13-0913-02A-01-TS1.6b3e1267-f670-4836-9e04-012d1b63f14a.svs	62dc71f7e4e833edeb5630f1eea89980	205325225	validated
aefc4939-c6c4-4a41-b578-c13377076c4b	TCGA-23-2084-01Z-00-DX1.94780F2B-9A88-47ED-982B-0048081309C9.svs	6b959ae2b46a0165dc69036b3f0fe4a0	1055561075	validated
af3250f3-0f7c-4086-a535-23b35421c65c	TCGA-25-2401-01Z-00-DX1.AEA99982-DB6B-4178-BEDC-6E1F605B8D7C.svs	3e013701cf28d0ef3746e10501972179	2229177980	validated
b273ff5e-4124-4d38-a5e8-2c759c3137bd	TCGA-57-1586-01Z-00-DX1.5C85A9B1-9ACC-4D62-BA09-91F8BDB2A058.svs	1458745c0396877003bec852ddfa4082	228797480	validated
b59b4990-496d-4a29-bb26-c741394c10f7	TCGA-04-1365-01A-01-TS1.136edbd4-a232-411e-9795-7ab0bd785b14.svs	ab2c4f843eaf69b2cce25e1095be64b3	111714319	validated
b70fb897-3772-437a-a05f-0bca074c87eb	TCGA-23-1123-01Z-00-DX1.764A8E5C-F2E7-441D-B9FB-23ECF7183740.svs	97e3bea1296b91f7064e79e26c9e7e71	2092687325	validated
bd402423-01cd-4b96-a30d-c4a08151636e	TCGA-25-1326-01Z-00-DX1.686E3548-8891-42ED-ABBA-BE3DA6D4CAAB.svs	5d0558be6811c2617fa2fec9fb2aed9c	1643178148	validated
bfc3880c-38be-4347-a37e-aa540a5b3602	TCGA-42-2593-01Z-00-DX1.9d506f1d-a5b3-4643-bd12-91c33fae4286.svs	7aafe627c6c3cbb1e763ea05fcd29015	109931477	validated
c1fc3a5a-7ae7-460a-8245-fc1b2e9e0228	TCGA-24-1434-01A-01-TS1.5c90f4ac-d2c5-4ecc-903e-15c0501db247.svs	f491b2e3077d5f6b37cf0cede82b869a	256261367	validated
c33a29cc-fbc5-44ca-a810-4e72ca598e27	TCGA-04-1365-01A-01-BS1.e731bd77-daff-44b7-a5cb-19858abb6293.svs	1a5bb897e931a0c0e9c5234c725dfcf1	167688673	validated
c5fc20dd-2780-49d8-9146-5dabef404f33	TCGA-13-0919-01A-01-BS1.9dba794e-8d22-47f0-b5bf-9e4704b7096e.svs	ad8854a69eaa2c074f7dfd9e55b622b2	211528649	validated
c6cb9fb8-b425-43a1-a0b9-fcc32ac455da	TCGA-23-1113-01Z-00-DX1.D72B1587-444A-4DEC-8D92-703699822BE2.svs	d463154281eacfd53e5ec0b5fe4084e9	988224639	validated
c8b2dc4e-a8a8-4b03-9a4e-de65590fb0fb	TCGA-25-1316-01Z-00-DX1.A9B7F47C-5BDC-4B7D-BC9F-C4C9DBA663C8.svs	ed1292b44b264a8973450532753f0703	3883353140	validated
c96b9fe3-f152-4b6b-9dad-16023b579ef0	TCGA-25-1321-01Z-00-DX1.56C898D8-14CE-4C2D-B5C9-AC33FF91FE68.svs	f555e6cccf229c5dcde5b05d24259dbe	2920456238	validated
c9715e87-f398-449e-b18d-7ed1d14df84f	TCGA-30-1891-01A-01-BS1.038ab98b-6a36-43b4-b37b-11775670647a.svs	8ccca19cc585f6c844971544b7b198c6	207877235	validated
cb011ceb-7ad3-4327-9360-a9df228596e7	TCGA-13-A5FU-01Z-00-DX1.9AD9E4B9-3F87-4879-BC0F-148B12C09036.svs	33300b72e9d1f28de14a8a8197cd2462	544302707	validated
cd3eb96d-b12f-4b4d-8320-ddfdde90bedc	TCGA-23-1121-01Z-00-DX1.E2F25441-32C3-46BF-A845-CB4FA787E8CB.svs	7f63d15b188ceb033e23d3aa409f3ad5	2008119069	validated
d01317f4-4183-4c07-a7b6-275a487e93cb	TCGA-09-2051-01A-01-TS1.09cb2b86-223c-4012-aea0-0fb939abfd46.svs	aa5e034697c41a1a521b667aba6275d5	68996517	validated
d1a7e4c8-0d91-46df-89cc-1db7f22bfd75	TCGA-25-1320-01Z-00-DX1.30C154CE-C75B-4815-BF05-7D011B761993.svs	3676956389b7df838d88431a65f5e252	4056272902	validated
d2aab2e3-08d5-4f54-92cd-7632da41873d	TCGA-57-1992-01Z-00-DX1.1022B1ED-3DC1-4F71-8635-0F8B28138B8C.svs	5ae6f22aa16d7119f85fefaff3044dcd	900700524	validated
d922479a-2e0f-4655-9f65-042abdc736a9	TCGA-23-2643-01Z-00-DX1.E60DF03D-326E-4182-84DA-77263C4C52B3.svs	811a1db6c6c8258e7d9e8a93145aa440	875878857	validated
d9f2ac40-3564-4764-a37c-002b662db88b	TCGA-61-2104-11A-01-BS1.8085be05-40cd-4395-8c5c-bb9d61338669.svs	a887941d04556b1f6cfbb6df34c67667	92146703	validated
e441a051-f21c-431a-8666-ac177d3ed96b	TCGA-61-2104-01A-01-BS1.7b3ca402-80d0-4b8c-9bf0-5350be286ef8.svs	8d5d83a29c789eaa7d699462d942c6a6	268958135	validated
e62251db-9dac-441d-bf32-35d96c6a72b9	TCGA-61-1740-01A-01-BS1.5fb2819b-b403-4623-86da-ae6f66b43aa7.svs	23ac1b81dc7a606d7f1db61d2905caf6	153993549	validated
e71801b2-20be-4a18-8e7a-c2887566e614	TCGA-29-1766-01A-01-TS1.b06eb26c-0803-4278-b5bb-8a23e94145e0.svs	b39b4df1ef9d3c85b9081309e46860c2	121852273	validated
e8b09b9f-3995-4ceb-81f7-6d1e5fe77b71	TCGA-25-1312-01Z-00-DX1.733EC7A7-0FC8-4DDC-B366-DF5A45D6BB4E.svs	696dc8419625424510f7832cba786273	2547376292	validated
eaeb1ec2-e70a-47ae-b5d7-415beb774fbc	TCGA-25-1328-01Z-00-DX1.A0145C96-19A9-4F2D-8570-ECF039F99405.svs	d69d49c8f280ad69e42cb161bf29d693	1788544134	validated
eb56cfa7-448e-4ba3-b9ac-ea21ad3af9fe	TCGA-13-0761-01A-01-BS1.73063369-b448-4bb0-9930-3ccb7ed909e8.svs	aad23ca66a9a6055ca13d04b3ac6c167	84517269	validated
ec7f96f8-97b9-4215-a6ee-943a81940928	TCGA-25-1626-01Z-00-DX1.2C6EA1FE-8063-40AC-B81A-CC0A630FCFCC.svs	caad6a4237c10e091fff77bc83945860	2692887216	validated
ee8d33d2-331b-4e65-bd84-7f289b681b85	TCGA-13-0717-01A-01-BS1.d45f5423-612e-4ad1-b064-f87e007d3c3c.svs	52f2b2e7ce9cb3ab45446c39e7c1314a	78060803	validated
f0d58e94-3209-4b3f-930a-ba29a5f5aa09	TCGA-57-1585-01Z-00-DX1.934E0F30-F804-4CFA-92D5-41576DA6C367.svs	87dfde96ca0cc8092f7674d9db153577	234287190	validated
f293ee7e-2da7-4363-a35c-58b4c22b7abb	TCGA-30-1891-01A-01-TS1.621013a7-cdb9-4be7-aae2-fe8291645d1c.svs	41f4c88e36227845d967c7fe787a3fb1	64479367	validated
f3052287-34e2-4f9b-9758-a475083a9753	TCGA-24-1427-01A-01-TS1.b23b731e-4150-4c0c-b015-e6bbe8933b0b.svs	2cdf476887775c4b2de5cd55acfe0b55	195973813	validated
f75fb9f3-26a1-447a-868e-85ac0300f5b4	TCGA-25-1323-01Z-00-DX1.1B82D1C9-2310-4AAB-B531-45C1191E5FF8.svs	b8043e622b00f529fc211fd2be2c7283	3180539114	validated
fb619f9a-18d6-4b78-a861-99d1443dd784	TCGA-25-1315-01Z-00-DX1.BC434CCE-7E21-479F-8A5D-1FC7F601C8C5.svs	9834a3caf6e9d259618282b32da37045	2516060062	validated
fcb76bec-559e-4be6-82ed-f7be2c581b47	TCGA-23-2081-01Z-00-DX1.4105A382-4C2B-4C62-AC93-CB21CC360254.svs	7ded42ebad95fd8c968bc4f867431fa5	1407335385	validated
